Dock,SMILES_LIGANDS,SMILES_CD
1,Cc1c(CCO)sc[n+]1CCc1ccccc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CCC[C@H](O)CC/C=C/C=C/C#CC#C/C=C\CO,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Oc1ccccc1/C=C/c1csnn1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1ccc(Cc2cccc3c2CC(=O)N(O)C3=O)cc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=C1C[N+]2(CCCCC2)c2ccc([N+](=O)[O-])cc21,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COC(OC)c1ccnc(-c2ccc(OC(C)=O)cc2)n1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CCC(=O)c1cc(C)c(O)cc1O,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1cc(CN2Cc3nc(C4CC4)nc(O)c3C2)on1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1cc(-c2ccccc2)n[n+](CCC(C)C(=O)O)c1N,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CCCCCCCCOC(=O)[C@@H](O)CCC(=O)O,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COc1ccc2c(c1)CCC(/C=N/NC(=N)N)=C2Cl,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,N#CC(C(=O)Nc1ccc(-c2ccccc2)cc1)=[N+]([O-])[O-],[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=[N+]([O-])c1ccc(NN=Cc2cccc(O)c2)nc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1ccc(CNc2ncnc(N)c2[N+](=O)[O-])cc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CC(C)(C)c1nn(-c2ccc(C(=O)O)c(O)c2)cc1C#N,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Clc1ccc2nc(CNCc3ccccc3)cn2c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COc1cccc(-[n+]2ccc3cccc(OC)c3c2)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CN(CC(F)(F)F)C(=O)Nc1cccc(F)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Clc1cc(NC2CCCCC2)ncn1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1csc(-c2oc3cccc(O)c3c(=O)c2O)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1cc(C)c[n+](CC(=O)c2ccc(C)c([N+](=O)[O-])c2)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COc1ccc(/C=C/C(=O)c2ccc(O)cc2)c(O)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Cc1cc(=O)oc2cc(NC(=O)c3ccccn3)ccc12,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=c1ccc(-c2ccc3ccccc3c2)c(O)c(O)c1O,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=[N+]([O-])c1ccc(NC(S)=NCc2ccncc2)cc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,N#Cc1cn(-c2ccc(C(=O)O)c(N)c2)c2ccccc12,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Nc1n[nH]c(O)c1N=Nc1cccc(Cl)c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CCCCCCc1cc2cc(C(N)=O)c(=N)oc2cc1O,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=C(Nc1ccc(F)cc1)Nc1ccc([N+](=O)[O-])cn1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=C(Cn1ccnc1)c1cccc2c1Cc1ccccc1-2,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CCCCCC[N+](CC)(CC)CC,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,Fc1ccc(COc2ccccc2C2CCNCC2)cc1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COc1ccc2c(c1OC)Cc1c-2[nH]c2ccccc12,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,O=[N+]([O-])[C-](/C=N/C1CCCCC1)/C=N/C1CCCCC1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,CC(=O)Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
1,COc1cc(O)c2ccc(-c3ccc(O)cc3)[o+]c2c1,[O-][C-2][C-]1O[C-]2O[C-]3[C-]([C-2][O-])O[C-](O[C-]4[C-]([C-2][O-])O[C-](O[C-]5[C-]([C-2][O-])O[C-](O[C-]6[C-]([C-2][O-])O[C-](O[C-]7[C-]([C-2][O-])O[C-](O[C-]8[C-]([C-2][O-])O[C-](O[C-]9[C-]([C-2][O-])O[C-](O[C-]1[C-]([O-])[C-]2[O-])[C-]([O-])[C-]9[O-])[C-]([O-])[C-]8[O-])[C-]([O-])[C-]7[O-])[C-]([O-])[C-]6[O-])[C-]([O-])[C-]5[O-])[C-]([O-])[C-]4[O-])[C-]([O-])[C-]3[O-]
