Dock,SMILES_LIGANDS,SMILES_CD
0,CCn1c(=O)/c(=C/C=C2\Sc3ccccc3N2C)s/c1=C\c1sc2cc(OC(F)(F)F)ccc2[n+]1C,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(NCCc1ccc(OCCN2CCCC2)c(Br)c1)c1ccc(Br)o1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,NC(Cc1cc(I)c(Oc2cccc(C(F)(F)F)c2)c(I)c1)C(=O)O,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(C[n+]1cccc(CNC(=O)c2ccc(OC(F)F)cc2)c1)Nc1cccc(C(F)(F)F)c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)=CCN(C(=O)CCN1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccc2c(C)cc(=O)oc2c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C(NCc1ccc(F)cc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)Nc4ccc(Cl)cc4)CC3)cc21,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COCC[N+]1=C(/C=C/c2cc(OC)c(OC)c(OC)c2)N(Cc2cccc(OC)c2)C2C(=O)c3ccccc3C(=O)C21,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)/C=C/c1ccc(F)cc1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,Cc1c(Cn2ncc(N3CCNCC3)c(Cl)c2=O)cccc1NC(=O)c1cccc(-c2cccs2)c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)O)c1=O,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(C)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COc1ncc(-c2cnc3nccc(-c4cnn(C)c4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H]2CN(C3CCCC3)C[C@H]2c2ccc(Cl)cc2)CC1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CN(C)c1ccc2cc3ccc(N(C)C)cc3[n+](CCCCCNC(=O)c3ccc(I)cc3)c2c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,O=C1[C@H]2CN(CC(O)c3ccc(Cl)cc3Cl)C[C@H]2CCN1c1ccc(OCC(F)(F)F)cc1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC1c2ccc(C(=O)NCc3c(F)cc(F)cc3F)cc2N(Cc2ccccc2F)C(=O)N1C,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,COc1ccc(C(=O)N2CCC3(CCCN(C(=O)Cc4ccc(Cl)c(Cl)c4)C3)C2)cc1OC,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,COc1ccc2c(c[n+]3c4c2ccc2c5c(cc(c24)CC3)OCO5)c1OCC(=O)c1ccc(F)cc1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,COc1ccccc1CC(=O)N1CCc2cc(OCc3ccccc3)ccc2C1C(=O)NCCN(C(C)C)C(C)C,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CCN1C(N(C)CCc2c[nH]c3ccccc23)=NC(c2cccc(C(F)(F)F)c2)C(C(=O)OC)=C1C,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,CC(C)Oc1ccc(F)c(-n2nc(NC(=O)[C@@H]3CNC(=O)C3)cc2-c2cccc(CO[C@H](C)C(F)(F)F)c2)c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,COc1ccc2cc3[n+](cc2c1OCCOc1c(OC)ccc2cc4[n+](cc12)CCc1cc2c(cc1-4)OCO2)CCc1cc2c(cc1-3)OCO2,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,Cc1cc(Nc2nc(-c3ccc4c(c3)OCCO4)ncc2Cl)c(OC(C)C)cc1C1CCNCC1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,Cc1ccc(N(C(=O)c2snnc2C)C(C(=O)NC2CCCCC2)c2ccc(Cl)cc2)cc1F,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CCN(CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,CC(C)c1cccc(C(C)C)c1-n1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2c1C(=O)c1ccccc1C2=O,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
1,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc3c(s2)CN(c2ccccn2)CC3)c1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
0,O=C(COc1cccc2[nH]cc(S(=O)(=O)c3ccccc3Cl)c12)NS(=O)(=O)c1cc(Cl)c(Cl)s1,[O-][C-2][c-]1o[c-]2o[c-]3[c-]([C-2]O[C@@H](O)[C-2][C-2]C([O-])O)o[c-](o[c-]4[c-]([C-2][O-])o[c-](o[c-]5[c-]([C-2]O[C@@H](O)[C-2][C-2][C@@H]([O-])O)o[c-](o[c-]6[c-]([C-2][O-])o[c-](o[c-]7[c-]([C-2][O-])o[c-](o[c-]8[c-]([C-2]O[C@H](O)[C-2][C-2][C@H]([O-])O)o[c-](o[c-]1[c-]([O-])[c-]2[O-])[c-]([O-])[c-]8[O-])[c-]([O-])[c-]7[O-])[c-](O[C@H](O)[C-2][C-2]C([O-])O)[c-]6[O-])[c-]([O-])[c-]5[O-])[c-]([O-])[c-]4[O-])[c-]([O-])[c-]3[O-]
